instance_id,pair_id,annotation_order,split,query_item,target_item,query_text,target_text,label_9cls,label_3cls,consistency,soft_label_complementary,soft_label_substitute,soft_label_unrelated,soft_entropy,n_valid_runs,ease_ab,ease_ba,co_review_count,pool_type
6425_0,6425,0,val,B00004W4V8,B09D33K2SS,"Title: NESCO LM-2-6 Round Plastic Mesh 13 1/2"" Clean-A-Screens, for Dehydrators, (Pack of 2)
Brand: Nesco
Category: Amazon Home
Description: ['[\'Product Description\'\n ""The NESCO LM-2-6 Snackmaster 12-3/4-inch Clean-A-Screens can be inserted into the trays of Nesco American Harvest\'s FD-28JX, FD-35, FD-37, FD-39, FD-40, FD-50, FD-60, FD-61, FD-75A, FD-75PR food dehydrators (not compatible with other brand dehydrators) to prevent foods","Title: The Original Gorilla Grip Patented Shower and Bathtub Mat, 35x16, Long Bath Tub Floor Mats with Suction Cups and Drainage Holes, Machine Washable and Soft on Feet, Bathroom Accessories, 2 Pack Beige
Brand: Gorilla Grip
Category: Amazon Home
Description: ['[]']",8,unrelated,1.0,0.0,0.0,1.0,-0.0,3,-0.0003683615650516,-0.0003055472625419,5,same_category_low_corev
6425_1,6425,1,val,B09D33K2SS,B00004W4V8,"Title: The Original Gorilla Grip Patented Shower and Bathtub Mat, 35x16, Long Bath Tub Floor Mats with Suction Cups and Drainage Holes, Machine Washable and Soft on Feet, Bathroom Accessories, 2 Pack Beige
Brand: Gorilla Grip
Category: Amazon Home
Description: ['[]']","Title: NESCO LM-2-6 Round Plastic Mesh 13 1/2"" Clean-A-Screens, for Dehydrators, (Pack of 2)
Brand: Nesco
Category: Amazon Home
Description: ['[\'Product Description\'\n ""The NESCO LM-2-6 Snackmaster 12-3/4-inch Clean-A-Screens can be inserted into the trays of Nesco American Harvest\'s FD-28JX, FD-35, FD-37, FD-39, FD-40, FD-50, FD-60, FD-61, FD-75A, FD-75PR food dehydrators (not compatible with other brand dehydrators) to prevent foods",8,unrelated,1.0,0.0,0.0,1.0,-0.0,3,-0.0003055472625419,-0.0003683615650516,5,same_category_low_corev
1898_0,1898,0,train,B00004W4V8,B0B69Z1L1T,"Title: NESCO LM-2-6 Round Plastic Mesh 13 1/2"" Clean-A-Screens, for Dehydrators, (Pack of 2)
Brand: Nesco
Category: Amazon Home
Description: ['[\'Product Description\'\n ""The NESCO LM-2-6 Snackmaster 12-3/4-inch Clean-A-Screens can be inserted into the trays of Nesco American Harvest\'s FD-28JX, FD-35, FD-37, FD-39, FD-40, FD-50, FD-60, FD-61, FD-75A, FD-75PR food dehydrators (not compatible with other brand dehydrators) to prevent foods","Title: NESCO FD-75A Snackmaster Pro Food Dehydrator, For Snacks, Fruit, Beef Jerky, Gray
Brand: Nesco
Category: Amazon Home
Description: ['[""The NESCO FD-75A Food and Jerky Dehydrator is perfect to easily dry fruit, vegetables, and jerky in hours. The unit\'s patented Converga-Flow drying system forces air down the exterior pressurized chamber, then horizontally across each individual tray, converging in the center, for fast and even",1,substitute,1.0,0.0,1.0,0.0,-0.0,3,0.0101167177781462,0.009368896484375,106,co_purchase
1898_1,1898,1,train,B0B69Z1L1T,B00004W4V8,"Title: NESCO FD-75A Snackmaster Pro Food Dehydrator, For Snacks, Fruit, Beef Jerky, Gray
Brand: Nesco
Category: Amazon Home
Description: ['[""The NESCO FD-75A Food and Jerky Dehydrator is perfect to easily dry fruit, vegetables, and jerky in hours. The unit\'s patented Converga-Flow drying system forces air down the exterior pressurized chamber, then horizontally across each individual tray, converging in the center, for fast and even","Title: NESCO LM-2-6 Round Plastic Mesh 13 1/2"" Clean-A-Screens, for Dehydrators, (Pack of 2)
Brand: Nesco
Category: Amazon Home
Description: ['[\'Product Description\'\n ""The NESCO LM-2-6 Snackmaster 12-3/4-inch Clean-A-Screens can be inserted into the trays of Nesco American Harvest\'s FD-28JX, FD-35, FD-37, FD-39, FD-40, FD-50, FD-60, FD-61, FD-75A, FD-75PR food dehydrators (not compatible with other brand dehydrators) to prevent foods",5,complementary,1.0,1.0,0.0,0.0,-0.0,3,0.009368896484375,0.0101167177781462,106,co_purchase
5963_0,5963,0,val,B00004W4V8,B0BLGKF3B7,"Title: NESCO LM-2-6 Round Plastic Mesh 13 1/2"" Clean-A-Screens, for Dehydrators, (Pack of 2)
Brand: Nesco
Category: Amazon Home
Description: ['[\'Product Description\'\n ""The NESCO LM-2-6 Snackmaster 12-3/4-inch Clean-A-Screens can be inserted into the trays of Nesco American Harvest\'s FD-28JX, FD-35, FD-37, FD-39, FD-40, FD-50, FD-60, FD-61, FD-75A, FD-75PR food dehydrators (not compatible with other brand dehydrators) to prevent foods","Title: Sun Joe SPX3000 2030 Max PSI 1.76 GPM 14.5-Amp Electric High Pressure Washer, Cleans Cars/Fences/Patios
Brand: Sun Joe
Category: Amazon Home
Description: [""['THIS ELECTRIC PRESSURE WASHER GETS YOUR DIRTY WORK DONE. The Sun Joe SPX3000® pressure washer delivers it all to tackle a variety of cleaning tasks: homes, buildings, RV’s, cars, trucks, boats, decks, driveways, patios, lawn equipment, and more. OUR BEST-SELLING PRESSURE WASHER, THE SPX3000® COM",8,unrelated,1.0,0.0,0.0,1.0,-0.0,3,0.0013308087363839,0.0011163162998855,5,same_category_low_corev
5963_1,5963,1,val,B0BLGKF3B7,B00004W4V8,"Title: Sun Joe SPX3000 2030 Max PSI 1.76 GPM 14.5-Amp Electric High Pressure Washer, Cleans Cars/Fences/Patios
Brand: Sun Joe
Category: Amazon Home
Description: [""['THIS ELECTRIC PRESSURE WASHER GETS YOUR DIRTY WORK DONE. The Sun Joe SPX3000® pressure washer delivers it all to tackle a variety of cleaning tasks: homes, buildings, RV’s, cars, trucks, boats, decks, driveways, patios, lawn equipment, and more. OUR BEST-SELLING PRESSURE WASHER, THE SPX3000® COM","Title: NESCO LM-2-6 Round Plastic Mesh 13 1/2"" Clean-A-Screens, for Dehydrators, (Pack of 2)
Brand: Nesco
Category: Amazon Home
Description: ['[\'Product Description\'\n ""The NESCO LM-2-6 Snackmaster 12-3/4-inch Clean-A-Screens can be inserted into the trays of Nesco American Harvest\'s FD-28JX, FD-35, FD-37, FD-39, FD-40, FD-50, FD-60, FD-61, FD-75A, FD-75PR food dehydrators (not compatible with other brand dehydrators) to prevent foods",8,unrelated,1.0,0.0,0.0,1.0,-0.0,3,0.0011163162998855,0.0013308087363839,5,same_category_low_corev
1606_0,1606,0,test,B00004W4V8,B0BM3PBQ9P,"Title: NESCO LM-2-6 Round Plastic Mesh 13 1/2"" Clean-A-Screens, for Dehydrators, (Pack of 2)
Brand: Nesco
Category: Amazon Home
Description: ['[\'Product Description\'\n ""The NESCO LM-2-6 Snackmaster 12-3/4-inch Clean-A-Screens can be inserted into the trays of Nesco American Harvest\'s FD-28JX, FD-35, FD-37, FD-39, FD-40, FD-50, FD-60, FD-61, FD-75A, FD-75PR food dehydrators (not compatible with other brand dehydrators) to prevent foods","Title: NESCO LT-2SG Plastic 13 1/2"" Add-A-Trays, accessory, Gray
Brand: Nesco
Category: Amazon Home
Description: [""['The NESCO LT-2SG Snackmaster Add-A-Trays expand your dehydrator as your needs grow. Our patented Converga-Flow drying system provides proper heat distribution that dehydrates foods faster and more evenly from top to bottom, with no tray rotation necessary. NESCO Snackmaster Add-A-Trays enable yo",5,complementary,1.0,1.0,0.0,0.0,-0.0,3,0.0121182734146714,0.0119135789573192,139,co_purchase
1606_1,1606,1,test,B0BM3PBQ9P,B00004W4V8,"Title: NESCO LT-2SG Plastic 13 1/2"" Add-A-Trays, accessory, Gray
Brand: Nesco
Category: Amazon Home
Description: [""['The NESCO LT-2SG Snackmaster Add-A-Trays expand your dehydrator as your needs grow. Our patented Converga-Flow drying system provides proper heat distribution that dehydrates foods faster and more evenly from top to bottom, with no tray rotation necessary. NESCO Snackmaster Add-A-Trays enable yo","Title: NESCO LM-2-6 Round Plastic Mesh 13 1/2"" Clean-A-Screens, for Dehydrators, (Pack of 2)
Brand: Nesco
Category: Amazon Home
Description: ['[\'Product Description\'\n ""The NESCO LM-2-6 Snackmaster 12-3/4-inch Clean-A-Screens can be inserted into the trays of Nesco American Harvest\'s FD-28JX, FD-35, FD-37, FD-39, FD-40, FD-50, FD-60, FD-61, FD-75A, FD-75PR food dehydrators (not compatible with other brand dehydrators) to prevent foods",5,complementary,1.0,1.0,0.0,0.0,-0.0,3,0.0119135789573192,0.0121182734146714,139,co_purchase
1647_0,1647,0,train,B00004W4V9,B0B69Z1L1T,"Title: NESCO LSS-2-6 Round Clear Plastic 13 1/2"" Fruit Roll Sheets, Food Dehydrators, White
Brand: Nesco
Category: Amazon Home
Description: ['[]']","Title: NESCO FD-75A Snackmaster Pro Food Dehydrator, For Snacks, Fruit, Beef Jerky, Gray
Brand: Nesco
Category: Amazon Home
Description: ['[""The NESCO FD-75A Food and Jerky Dehydrator is perfect to easily dry fruit, vegetables, and jerky in hours. The unit\'s patented Converga-Flow drying system forces air down the exterior pressurized chamber, then horizontally across each individual tray, converging in the center, for fast and even",5,complementary,1.0,1.0,0.0,0.0,-0.0,3,0.0085706328973174,0.0079247383400797,131,co_purchase
1647_1,1647,1,train,B0B69Z1L1T,B00004W4V9,"Title: NESCO FD-75A Snackmaster Pro Food Dehydrator, For Snacks, Fruit, Beef Jerky, Gray
Brand: Nesco
Category: Amazon Home
Description: ['[""The NESCO FD-75A Food and Jerky Dehydrator is perfect to easily dry fruit, vegetables, and jerky in hours. The unit\'s patented Converga-Flow drying system forces air down the exterior pressurized chamber, then horizontally across each individual tray, converging in the center, for fast and even","Title: NESCO LSS-2-6 Round Clear Plastic 13 1/2"" Fruit Roll Sheets, Food Dehydrators, White
Brand: Nesco
Category: Amazon Home
Description: ['[]']",2,complementary,1.0,1.0,0.0,0.0,-0.0,3,0.0079247383400797,0.0085706328973174,131,co_purchase
1524_0,1524,0,train,B00004W4V9,B0BM3PBQ9P,"Title: NESCO LSS-2-6 Round Clear Plastic 13 1/2"" Fruit Roll Sheets, Food Dehydrators, White
Brand: Nesco
Category: Amazon Home
Description: ['[]']","Title: NESCO LT-2SG Plastic 13 1/2"" Add-A-Trays, accessory, Gray
Brand: Nesco
Category: Amazon Home
Description: [""['The NESCO LT-2SG Snackmaster Add-A-Trays expand your dehydrator as your needs grow. Our patented Converga-Flow drying system provides proper heat distribution that dehydrates foods faster and more evenly from top to bottom, with no tray rotation necessary. NESCO Snackmaster Add-A-Trays enable yo",5,complementary,1.0,1.0,0.0,0.0,-0.0,3,0.0084708547219634,0.0083148023113608,158,co_purchase
1524_1,1524,1,train,B0BM3PBQ9P,B00004W4V9,"Title: NESCO LT-2SG Plastic 13 1/2"" Add-A-Trays, accessory, Gray
Brand: Nesco
Category: Amazon Home
Description: [""['The NESCO LT-2SG Snackmaster Add-A-Trays expand your dehydrator as your needs grow. Our patented Converga-Flow drying system provides proper heat distribution that dehydrates foods faster and more evenly from top to bottom, with no tray rotation necessary. NESCO Snackmaster Add-A-Trays enable yo","Title: NESCO LSS-2-6 Round Clear Plastic 13 1/2"" Fruit Roll Sheets, Food Dehydrators, White
Brand: Nesco
Category: Amazon Home
Description: ['[]']",5,complementary,1.0,1.0,0.0,0.0,-0.0,3,0.0083148023113608,0.0084708547219634,158,co_purchase
5385_0,5385,0,test,B00004XSC0,B0BH2V76RZ,"Title: Taylor Leave-in Meat Oven Safe Compact Analog Dial Meat Food Grill BBQ Kitchen Cooking Thermometer, 3 inch dial, Stainless Steel
Brand: Taylor
Category: Amazon Home
Description: ['[\'Product Description\'\n \'Slow and steady temperature monitoring for the best, juiciest results. This Leave-In Meat Thermometer with glass lens is safe to be left in the oven or grill during use. With its easy-to-read 3"" dial and printed roasting temperature guide (USDA standards) this thermome","Title: ThermoPro Digital Meat Thermometer for Cooking Instant Read Food Thermometer with Probe and Backlight for Oil Deep Fry Smoker BBQ Grill Kitchen Candy
Brand: ThermoPro
Category: Amazon Home
Description: ['[]']",8,unrelated,1.0,0.0,0.0,1.0,-0.0,3,0.002584793837741,0.0020346520468592,6,same_category_low_corev
5385_1,5385,1,test,B0BH2V76RZ,B00004XSC0,"Title: ThermoPro Digital Meat Thermometer for Cooking Instant Read Food Thermometer with Probe and Backlight for Oil Deep Fry Smoker BBQ Grill Kitchen Candy
Brand: ThermoPro
Category: Amazon Home
Description: ['[]']","Title: Taylor Leave-in Meat Oven Safe Compact Analog Dial Meat Food Grill BBQ Kitchen Cooking Thermometer, 3 inch dial, Stainless Steel
Brand: Taylor
Category: Amazon Home
Description: ['[\'Product Description\'\n \'Slow and steady temperature monitoring for the best, juiciest results. This Leave-In Meat Thermometer with glass lens is safe to be left in the oven or grill during use. With its easy-to-read 3"" dial and printed roasting temperature guide (USDA standards) this thermome",5,complementary,0.6667,1.0,0.0,0.0,-0.0,3,0.0020346520468592,0.002584793837741,6,same_category_low_corev
7641_0,7641,0,test,B00004Z5EL,B01MR32GCD,"Title: Maxell 5.25 Floppy Disk (10-Pack) (Discontinued by Manufacturer)
Brand: Maxell
Category: Home Audio & Theater
Description: ['[]']","Title: Panasonic Upright Vacuum Cleaner MC-UG383 Pet Edition Great for Homes with Dogs, Cat & Other Pets. Panasonic Vacuum Cleaner MC-UG383PE with Micro Vacuum Attachment Kit & Attachments Pet Hair
Brand: Panasonic
Category: Amazon Home
Description: ['[]']",8,unrelated,1.0,0.0,0.0,1.0,-0.0,3,0.0,0.0,0,random_negative
7641_1,7641,1,test,B01MR32GCD,B00004Z5EL,"Title: Panasonic Upright Vacuum Cleaner MC-UG383 Pet Edition Great for Homes with Dogs, Cat & Other Pets. Panasonic Vacuum Cleaner MC-UG383PE with Micro Vacuum Attachment Kit & Attachments Pet Hair
Brand: Panasonic
Category: Amazon Home
Description: ['[]']","Title: Maxell 5.25 Floppy Disk (10-Pack) (Discontinued by Manufacturer)
Brand: Maxell
Category: Home Audio & Theater
Description: ['[]']",8,unrelated,1.0,0.0,0.0,1.0,-0.0,3,0.0,0.0,0,random_negative
7324_0,7324,0,val,B00004Z5Q9,B09839XSVK,"Title: Seiko Instruments 35mm Slide Labels for Smart Label Printers (SLP-35L),White
Brand: Seiko Instruments
Category: Office Products
Description: [""['35mm Slide labels for Seiko Instruments Smart Label Printers We provide the best quality products to our customers.']""]","Title: 80th Birthday Sash & Tiara Set, 80 & Fabulous Rose Gold Glitter Sash for Women Birthday Decorations Gifts and Party Supplies
Brand: XO LOVEORY
Category: AMAZON FASHION
Description: ['[]']",8,unrelated,1.0,0.0,0.0,1.0,-0.0,3,0.0,0.0,0,random_negative
7324_1,7324,1,val,B09839XSVK,B00004Z5Q9,"Title: 80th Birthday Sash & Tiara Set, 80 & Fabulous Rose Gold Glitter Sash for Women Birthday Decorations Gifts and Party Supplies
Brand: XO LOVEORY
Category: AMAZON FASHION
Description: ['[]']","Title: Seiko Instruments 35mm Slide Labels for Smart Label Printers (SLP-35L),White
Brand: Seiko Instruments
Category: Office Products
Description: [""['35mm Slide labels for Seiko Instruments Smart Label Printers We provide the best quality products to our customers.']""]",8,unrelated,1.0,0.0,0.0,1.0,-0.0,3,0.0,0.0,0,random_negative
5438_0,5438,0,test,B00004ZCJF,B00E1CRC86,"Title: Tiffen 49UVP 49mm UV Protection Camera Lens Filter , Black
Brand: Tiffen
Category: Camera & Photo
Description: [""['Product Description'\n 'Tiffen UV Protection filter Film, as well as video, often exhibits a greater sensitivity to what is to us invisible, ultraviolet light. This is most often outdoors, especially at high altitudes, where the UV absorbing atmosphere is thinner; and over long distances, such a","Title: Amazon Basics Wireless Remote Control for Specific Canon Digital SLR Cameras, Black, 0.28"" x 1.10"" x 3.36""
Brand: Amazon Basics
Category: Camera & Photo
Description: [""['Product Description'\n 'Amazon Basics Wireless Remote Control for Canon Digital SLR Cameras (for specific canon cameras)'\n 'From the Manufacturer' 'Amazon Basics']""]",8,unrelated,1.0,0.0,0.0,1.0,-0.0,3,0.0029974798671901,0.0026694783009588,8,same_category_low_corev
5438_1,5438,1,test,B00E1CRC86,B00004ZCJF,"Title: Amazon Basics Wireless Remote Control for Specific Canon Digital SLR Cameras, Black, 0.28"" x 1.10"" x 3.36""
Brand: Amazon Basics
Category: Camera & Photo
Description: [""['Product Description'\n 'Amazon Basics Wireless Remote Control for Canon Digital SLR Cameras (for specific canon cameras)'\n 'From the Manufacturer' 'Amazon Basics']""]","Title: Tiffen 49UVP 49mm UV Protection Camera Lens Filter , Black
Brand: Tiffen
Category: Camera & Photo
Description: [""['Product Description'\n 'Tiffen UV Protection filter Film, as well as video, often exhibits a greater sensitivity to what is to us invisible, ultraviolet light. This is most often outdoors, especially at high altitudes, where the UV absorbing atmosphere is thinner; and over long distances, such a",8,unrelated,1.0,0.0,0.0,1.0,-0.0,3,0.0026694783009588,0.0029974798671901,8,same_category_low_corev
1886_0,1886,0,test,B000050H5N,B07KNJQ3W8,"Title: Honeywell C-6005 38002 Enviracare Universal Replacement Pre-Filter
Brand: Honeywell
Category: Amazon Home
Description: [""['Honeywell 38002 Evercare Universal Replacement Pre Filter.']""]","Title: Honeywell 50250-S True HEPA Air Purifier, 390 sq. ft, White
Brand: Honeywell
Category: Amazon Home
Description: ['[\'Product Description\'\n \'*From the air that passes through the filter. Overall particle reduction depends on many factors including the amount of air processed, the pollutant type and the pollutant introduction rate into the environment. \\xa0 \\xa0**When operated with the odor reducing pre-fi",4,complementary,1.0,1.0,0.0,0.0,-0.0,3,0.0089023308828473,0.0083041787147521,106,co_purchase
1886_1,1886,1,test,B07KNJQ3W8,B000050H5N,"Title: Honeywell 50250-S True HEPA Air Purifier, 390 sq. ft, White
Brand: Honeywell
Category: Amazon Home
Description: ['[\'Product Description\'\n \'*From the air that passes through the filter. Overall particle reduction depends on many factors including the amount of air processed, the pollutant type and the pollutant introduction rate into the environment. \\xa0 \\xa0**When operated with the odor reducing pre-fi","Title: Honeywell C-6005 38002 Enviracare Universal Replacement Pre-Filter
Brand: Honeywell
Category: Amazon Home
Description: [""['Honeywell 38002 Evercare Universal Replacement Pre Filter.']""]",2,complementary,1.0,1.0,0.0,0.0,-0.0,3,0.0083041787147521,0.0089023308828473,106,co_purchase
6517_0,6517,0,val,B000050H5N,B0BSPGR5T6,"Title: Honeywell C-6005 38002 Enviracare Universal Replacement Pre-Filter
Brand: Honeywell
Category: Amazon Home
Description: [""['Honeywell 38002 Evercare Universal Replacement Pre Filter.']""]","Title: Instant Pot Duo 7-in-1 Electric Pressure Cooker, Slow Cooker, Rice Cooker, Steamer, Sauté, Yogurt Maker, Warmer & Sterilizer, Includes Free App with over 1900 Recipes, Stainless Steel, 8 Quart
Brand: Instant Pot
Category: Amazon Home
Description: [""['Easy to use, easy to clean, fast, versatile, and convenient, the Instant Pot® Duo™ is the one that started it all. It replaces 7 kitchen appliances: pressure cooker, slow cooker, rice cooker, steamer, sauté pan, yogurt maker & warmer. With 13 built-in smart programs, cook your favorite dishes wi",8,unrelated,1.0,0.0,0.0,1.0,-0.0,3,-0.0018692837329581,-0.0010983503889292,5,same_category_low_corev
